"Alue","Vuosi","Koulutussektori","Ulkomaalaiset opiskelijat","Vieraskieliset opiskelijat"
"Asikkala","2014","Yliopistokoulutus",0,0
"Asikkala","2015","Perusopetus",0,0
"Asikkala","2015","Perusasteen jälkeinen koulutus yhteensä",7,9
"Asikkala","2015","Lukiokoulutus",2,4
"Asikkala","2015","Ammatillinen koulutus",5,5
"Asikkala","2015","Ammattikorkeakoulutus",0,0
"Asikkala","2015","Yliopistokoulutus",0,0
"Asikkala","2016","Perusopetus",0,0
"Asikkala","2016","Perusasteen jälkeinen koulutus yhteensä",5,11
"Asikkala","2016","Lukiokoulutus",1,5
"Asikkala","2016","Ammatillinen koulutus",4,6
"Asikkala","2016","Ammattikorkeakoulutus",0,0
"Asikkala","2016","Yliopistokoulutus",0,0
"Asikkala","2017","Perusopetus",0,0
"Asikkala","2017","Perusasteen jälkeinen koulutus yhteensä",5,11
"Asikkala","2017","Lukiokoulutus",2,5
"Asikkala","2017","Ammatillinen koulutus",3,6
"Asikkala","2017","Ammattikorkeakoulutus",0,0
"Asikkala","2017","Yliopistokoulutus",0,0
"Asikkala","2018","Perusopetus",0,0
"Asikkala","2018","Perusasteen jälkeinen koulutus yhteensä",2,10
"Asikkala","2018","Lukiokoulutus",0,4
"Asikkala","2018","Ammatillinen koulutus",2,6
"Asikkala","2018","Ammattikorkeakoulutus",0,0
"Asikkala","2018","Yliopistokoulutus",0,0
"Asikkala","2019","Perusopetus",0,0
"Asikkala","2019","Perusasteen jälkeinen koulutus yhteensä",3,13
"Asikkala","2019","Lukiokoulutus",1,5
"Asikkala","2019","Ammatillinen koulutus",2,8
"Asikkala","2019","Ammattikorkeakoulutus",0,0
"Asikkala","2019","Yliopistokoulutus",0,0
"Asikkala","2020","Perusopetus",16,21
"Asikkala","2020","Perusasteen jälkeinen koulutus yhteensä",4,13
"Asikkala","2020","Lukiokoulutus",2,7
"Asikkala","2020","Ammatillinen koulutus",2,6
"Asikkala","2020","Ammattikorkeakoulutus",0,0
"Asikkala","2020","Yliopistokoulutus",0,0
"Asikkala","2021","Perusopetus",16,23
"Asikkala","2021","Perusasteen jälkeinen koulutus yhteensä",7,20
"Asikkala","2021","Lukiokoulutus",3,9
"Asikkala","2021","Ammatillinen koulutus",4,11
"Asikkala","2021","Ammattikorkeakoulutus",0,0
"Asikkala","2021","Yliopistokoulutus",0,0
"Asikkala","2022","Perusopetus",20,26
"Asikkala","2022","Perusasteen jälkeinen koulutus yhteensä",17,29
"Asikkala","2022","Lukiokoulutus",3,8
"Asikkala","2022","Ammatillinen koulutus",14,21
"Asikkala","2022","Ammattikorkeakoulutus",0,0
"Asikkala","2022","Yliopistokoulutus",0,0
"Askola","2004","Perusopetus",0,0
"Askola","2004","Perusasteen jälkeinen koulutus yhteensä",8,13
"Askola","2004","Lukiokoulutus",0,0
"Askola","2004","Ammatillinen koulutus",8,13
"Askola","2004","Ammattikorkeakoulutus",0,0
"Askola","2004","Yliopistokoulutus",0,0
"Askola","2005","Perusopetus",0,0
"Askola","2005","Perusasteen jälkeinen koulutus yhteensä",4,9
"Askola","2005","Lukiokoulutus",0,1
"Askola","2005","Ammatillinen koulutus",4,8
"Askola","2005","Ammattikorkeakoulutus",0,0
"Askola","2005","Yliopistokoulutus",0,0
"Askola","2006","Perusopetus",0,0
"Askola","2006","Perusasteen jälkeinen koulutus yhteensä",4,8
"Askola","2006","Lukiokoulutus",0,1
"Askola","2006","Ammatillinen koulutus",4,7
"Askola","2006","Ammattikorkeakoulutus",0,0
"Askola","2006","Yliopistokoulutus",0,0
"Askola","2007","Perusopetus",0,0
"Askola","2007","Perusasteen jälkeinen koulutus yhteensä",6,11
"Askola","2007","Lukiokoulutus",0,2
"Askola","2007","Ammatillinen koulutus",6,9
"Askola","2007","Ammattikorkeakoulutus",0,0
"Askola","2007","Yliopistokoulutus",0,0
"Askola","2008","Perusopetus",0,0
"Askola","2008","Perusasteen jälkeinen koulutus yhteensä",10,15
"Askola","2008","Lukiokoulutus",0,1
"Askola","2008","Ammatillinen koulutus",10,14
"Askola","2008","Ammattikorkeakoulutus",0,0
"Askola","2008","Yliopistokoulutus",0,0
"Askola","2009","Perusopetus",0,0
"Askola","2009","Perusasteen jälkeinen koulutus yhteensä",9,14
"Askola","2009","Lukiokoulutus",0,2
"Askola","2009","Ammatillinen koulutus",9,12
"Askola","2009","Ammattikorkeakoulutus",0,0
"Askola","2009","Yliopistokoulutus",0,0
"Askola","2010","Perusopetus",0,0
"Askola","2010","Perusasteen jälkeinen koulutus yhteensä",5,12
"Askola","2010","Lukiokoulutus",0,3
"Askola","2010","Ammatillinen koulutus",5,9
"Askola","2010","Ammattikorkeakoulutus",0,0
"Askola","2010","Yliopistokoulutus",0,0
"Askola","2011","Perusopetus",0,0
"Askola","2011","Perusasteen jälkeinen koulutus yhteensä",4,8
"Askola","2011","Lukiokoulutus",0,2
"Askola","2011","Ammatillinen koulutus",4,6
"Askola","2011","Ammattikorkeakoulutus",0,0
"Askola","2011","Yliopistokoulutus",0,0
"Askola","2012","Perusopetus",0,0
"Askola","2012","Perusasteen jälkeinen koulutus yhteensä",4,8
"Askola","2012","Lukiokoulutus",2,4
"Askola","2012","Ammatillinen koulutus",2,4
"Askola","2012","Ammattikorkeakoulutus",0,0
"Askola","2012","Yliopistokoulutus",0,0
"Askola","2013","Perusopetus",0,0
"Askola","2013","Perusasteen jälkeinen koulutus yhteensä",11,15
"Askola","2013","Lukiokoulutus",4,6
"Askola","2013","Ammatillinen koulutus",7,9
"Askola","2013","Ammattikorkeakoulutus",0,0
"Askola","2013","Yliopistokoulutus",0,0
"Askola","2014","Perusopetus",0,0
"Askola","2014","Perusasteen jälkeinen koulutus yhteensä",10,13
"Askola","2014","Lukiokoulutus",2,4
"Askola","2014","Ammatillinen koulutus",8,9
"Askola","2014","Ammattikorkeakoulutus",0,0
"Askola","2014","Yliopistokoulutus",0,0
"Askola","2015","Perusopetus",0,0
"Askola","2015","Perusasteen jälkeinen koulutus yhteensä",13,19
"Askola","2015","Lukiokoulutus",2,6
"Askola","2015","Ammatillinen koulutus",11,13
"Askola","2015","Ammattikorkeakoulutus",0,0
"Askola","2015","Yliopistokoulutus",0,0
"Askola","2016","Perusopetus",0,0
"Askola","2016","Perusasteen jälkeinen koulutus yhteensä",14,21
"Askola","2016","Lukiokoulutus",5,9
"Askola","2016","Ammatillinen koulutus",9,12
"Askola","2016","Ammattikorkeakoulutus",0,0
"Askola","2016","Yliopistokoulutus",0,0
"Askola","2017","Perusopetus",0,0
"Askola","2017","Perusasteen jälkeinen koulutus yhteensä",8,15
"Askola","2017","Lukiokoulutus",4,8
"Askola","2017","Ammatillinen koulutus",4,7
"Askola","2017","Ammattikorkeakoulutus",0,0
"Askola","2017","Yliopistokoulutus",0,0
"Askola","2018","Perusopetus",0,0
"Askola","2018","Perusasteen jälkeinen koulutus yhteensä",15,23
"Askola","2018","Lukiokoulutus",4,8
"Askola","2018","Ammatillinen koulutus",11,15
"Askola","2018","Ammattikorkeakoulutus",0,0
"Askola","2018","Yliopistokoulutus",0,0
"Askola","2019","Perusopetus",0,0
"Askola","2019","Perusasteen jälkeinen koulutus yhteensä",17,25
"Askola","2019","Lukiokoulutus",4,10
"Askola","2019","Ammatillinen koulutus",13,15
"Askola","2019","Ammattikorkeakoulutus",0,0
"Askola","2019","Yliopistokoulutus",0,0
"Askola","2020","Perusopetus",8,16
"Askola","2020","Perusasteen jälkeinen koulutus yhteensä",15,24
"Askola","2020","Lukiokoulutus",4,12
"Askola","2020","Ammatillinen koulutus",11,12
"Askola","2020","Ammattikorkeakoulutus",0,0
"Askola","2020","Yliopistokoulutus",0,0
"Askola","2021","Perusopetus",7,17
"Askola","2021","Perusasteen jälkeinen koulutus yhteensä",31,37
"Askola","2021","Lukiokoulutus",12,17
"Askola","2021","Ammatillinen koulutus",19,20
"Askola","2021","Ammattikorkeakoulutus",0,0
"Askola","2021","Yliopistokoulutus",0,0
"Askola","2022","Perusopetus",7,16
"Askola","2022","Perusasteen jälkeinen koulutus yhteensä",28,40
"Askola","2022","Lukiokoulutus",11,20
"Askola","2022","Ammatillinen koulutus",17,20
"Askola","2022","Ammattikorkeakoulutus",0,0
"Askola","2022","Yliopistokoulutus",0,0
"Aura","2004","Perusopetus",0,0
"Aura","2004","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2004","Lukiokoulutus",0,0
"Aura","2004","Ammatillinen koulutus",0,0
"Aura","2004","Ammattikorkeakoulutus",0,0
"Aura","2004","Yliopistokoulutus",0,0
"Aura","2005","Perusopetus",0,0
"Aura","2005","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2005","Lukiokoulutus",0,0
"Aura","2005","Ammatillinen koulutus",0,0
"Aura","2005","Ammattikorkeakoulutus",0,0
"Aura","2005","Yliopistokoulutus",0,0
"Aura","2006","Perusopetus",0,0
"Aura","2006","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2006","Lukiokoulutus",0,0
"Aura","2006","Ammatillinen koulutus",0,0
"Aura","2006","Ammattikorkeakoulutus",0,0
"Aura","2006","Yliopistokoulutus",0,0
"Aura","2007","Perusopetus",0,0
"Aura","2007","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2007","Lukiokoulutus",0,0
"Aura","2007","Ammatillinen koulutus",0,0
"Aura","2007","Ammattikorkeakoulutus",0,0
"Aura","2007","Yliopistokoulutus",0,0
"Aura","2008","Perusopetus",0,0
"Aura","2008","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2008","Lukiokoulutus",0,0
"Aura","2008","Ammatillinen koulutus",0,0
"Aura","2008","Ammattikorkeakoulutus",0,0
"Aura","2008","Yliopistokoulutus",0,0
"Aura","2009","Perusopetus",0,0
"Aura","2009","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2009","Lukiokoulutus",0,0
"Aura","2009","Ammatillinen koulutus",0,0
"Aura","2009","Ammattikorkeakoulutus",0,0
"Aura","2009","Yliopistokoulutus",0,0
"Aura","2010","Perusopetus",0,0
"Aura","2010","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2010","Lukiokoulutus",0,0
"Aura","2010","Ammatillinen koulutus",0,0
"Aura","2010","Ammattikorkeakoulutus",0,0
"Aura","2010","Yliopistokoulutus",0,0
"Aura","2011","Perusopetus",0,0
"Aura","2011","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2011","Lukiokoulutus",0,0
"Aura","2011","Ammatillinen koulutus",0,0
"Aura","2011","Ammattikorkeakoulutus",0,0
"Aura","2011","Yliopistokoulutus",0,0
"Aura","2012","Perusopetus",0,0
"Aura","2012","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2012","Lukiokoulutus",0,0
"Aura","2012","Ammatillinen koulutus",0,0
"Aura","2012","Ammattikorkeakoulutus",0,0
"Aura","2012","Yliopistokoulutus",0,0
"Aura","2013","Perusopetus",0,0
"Aura","2013","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2013","Lukiokoulutus",0,0
"Aura","2013","Ammatillinen koulutus",0,0
"Aura","2013","Ammattikorkeakoulutus",0,0
"Aura","2013","Yliopistokoulutus",0,0
"Aura","2014","Perusopetus",0,0
"Aura","2014","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2014","Lukiokoulutus",0,0
"Aura","2014","Ammatillinen koulutus",0,0
"Aura","2014","Ammattikorkeakoulutus",0,0
"Aura","2014","Yliopistokoulutus",0,0
"Aura","2015","Perusopetus",0,0
"Aura","2015","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2015","Lukiokoulutus",0,0
"Aura","2015","Ammatillinen koulutus",0,0
"Aura","2015","Ammattikorkeakoulutus",0,0
"Aura","2015","Yliopistokoulutus",0,0
"Aura","2016","Perusopetus",0,0
"Aura","2016","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2016","Lukiokoulutus",0,0
"Aura","2016","Ammatillinen koulutus",0,0
"Aura","2016","Ammattikorkeakoulutus",0,0
"Aura","2016","Yliopistokoulutus",0,0
"Aura","2017","Perusopetus",0,0
"Aura","2017","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2017","Lukiokoulutus",0,0
"Aura","2017","Ammatillinen koulutus",0,0
"Aura","2017","Ammattikorkeakoulutus",0,0
"Aura","2017","Yliopistokoulutus",0,0
"Aura","2018","Perusopetus",0,0
"Aura","2018","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2018","Lukiokoulutus",0,0
"Aura","2018","Ammatillinen koulutus",0,0
"Aura","2018","Ammattikorkeakoulutus",0,0
"Aura","2018","Yliopistokoulutus",0,0
"Aura","2019","Perusopetus",0,0
"Aura","2019","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2019","Lukiokoulutus",0,0
"Aura","2019","Ammatillinen koulutus",0,0
"Aura","2019","Ammattikorkeakoulutus",0,0
"Aura","2019","Yliopistokoulutus",0,0
"Aura","2020","Perusopetus",15,17
"Aura","2020","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2020","Lukiokoulutus",0,0
"Aura","2020","Ammatillinen koulutus",0,0
"Aura","2020","Ammattikorkeakoulutus",0,0
"Aura","2020","Yliopistokoulutus",0,0
"Aura","2021","Perusopetus",15,18
"Aura","2021","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2021","Lukiokoulutus",0,0
"Aura","2021","Ammatillinen koulutus",0,0
"Aura","2021","Ammattikorkeakoulutus",0,0
"Aura","2021","Yliopistokoulutus",0,0
"Aura","2022","Perusopetus",13,17
"Aura","2022","Perusasteen jälkeinen koulutus yhteensä",0,0
"Aura","2022","Lukiokoulutus",0,0
"Aura","2022","Ammatillinen koulutus",0,0
"Aura","2022","Ammattikorkeakoulutus",0,0
"Aura","2022","Yliopistokoulutus",0,0
"Brändö","2004","Perusopetus",0,0
"Brändö","2004","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2004","Lukiokoulutus",0,0
"Brändö","2004","Ammatillinen koulutus",0,0
"Brändö","2004","Ammattikorkeakoulutus",0,0
"Brändö","2004","Yliopistokoulutus",0,0
"Brändö","2005","Perusopetus",0,0
"Brändö","2005","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2005","Lukiokoulutus",0,0
"Brändö","2005","Ammatillinen koulutus",0,0
"Brändö","2005","Ammattikorkeakoulutus",0,0
"Brändö","2005","Yliopistokoulutus",0,0
"Brändö","2006","Perusopetus",0,0
"Brändö","2006","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2006","Lukiokoulutus",0,0
"Brändö","2006","Ammatillinen koulutus",0,0
"Brändö","2006","Ammattikorkeakoulutus",0,0
"Brändö","2006","Yliopistokoulutus",0,0
"Brändö","2007","Perusopetus",0,0
"Brändö","2007","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2007","Lukiokoulutus",0,0
"Brändö","2007","Ammatillinen koulutus",0,0
"Brändö","2007","Ammattikorkeakoulutus",0,0
"Brändö","2007","Yliopistokoulutus",0,0
"Brändö","2008","Perusopetus",0,0
"Brändö","2008","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2008","Lukiokoulutus",0,0
"Brändö","2008","Ammatillinen koulutus",0,0
"Brändö","2008","Ammattikorkeakoulutus",0,0
"Brändö","2008","Yliopistokoulutus",0,0
"Brändö","2009","Perusopetus",0,0
"Brändö","2009","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2009","Lukiokoulutus",0,0
"Brändö","2009","Ammatillinen koulutus",0,0
"Brändö","2009","Ammattikorkeakoulutus",0,0
"Brändö","2009","Yliopistokoulutus",0,0
"Brändö","2010","Perusopetus",0,0
"Brändö","2010","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2010","Lukiokoulutus",0,0
"Brändö","2010","Ammatillinen koulutus",0,0
"Brändö","2010","Ammattikorkeakoulutus",0,0
"Brändö","2010","Yliopistokoulutus",0,0
"Brändö","2011","Perusopetus",0,0
"Brändö","2011","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2011","Lukiokoulutus",0,0
"Brändö","2011","Ammatillinen koulutus",0,0
"Brändö","2011","Ammattikorkeakoulutus",0,0
"Brändö","2011","Yliopistokoulutus",0,0
"Brändö","2012","Perusopetus",0,0
"Brändö","2012","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2012","Lukiokoulutus",0,0
"Brändö","2012","Ammatillinen koulutus",0,0
"Brändö","2012","Ammattikorkeakoulutus",0,0
"Brändö","2012","Yliopistokoulutus",0,0
"Brändö","2013","Perusopetus",0,0
"Brändö","2013","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2013","Lukiokoulutus",0,0
"Brändö","2013","Ammatillinen koulutus",0,0
"Brändö","2013","Ammattikorkeakoulutus",0,0
"Brändö","2013","Yliopistokoulutus",0,0
"Brändö","2014","Perusopetus",0,0
"Brändö","2014","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2014","Lukiokoulutus",0,0
"Brändö","2014","Ammatillinen koulutus",0,0
"Brändö","2014","Ammattikorkeakoulutus",0,0
"Brändö","2014","Yliopistokoulutus",0,0
"Brändö","2015","Perusopetus",0,0
"Brändö","2015","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2015","Lukiokoulutus",0,0
"Brändö","2015","Ammatillinen koulutus",0,0
"Brändö","2015","Ammattikorkeakoulutus",0,0
"Brändö","2015","Yliopistokoulutus",0,0
"Brändö","2016","Perusopetus",0,0
"Brändö","2016","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2016","Lukiokoulutus",0,0
"Brändö","2016","Ammatillinen koulutus",0,0
"Brändö","2016","Ammattikorkeakoulutus",0,0
"Brändö","2016","Yliopistokoulutus",0,0
"Brändö","2017","Perusopetus",0,0
"Brändö","2017","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2017","Lukiokoulutus",0,0
"Brändö","2017","Ammatillinen koulutus",0,0
"Brändö","2017","Ammattikorkeakoulutus",0,0
"Brändö","2017","Yliopistokoulutus",0,0
"Brändö","2018","Perusopetus",0,0
"Brändö","2018","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2018","Lukiokoulutus",0,0
"Brändö","2018","Ammatillinen koulutus",0,0
"Brändö","2018","Ammattikorkeakoulutus",0,0
"Brändö","2018","Yliopistokoulutus",0,0
"Brändö","2019","Perusopetus",0,0
"Brändö","2019","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2019","Lukiokoulutus",0,0
"Brändö","2019","Ammatillinen koulutus",0,0
"Brändö","2019","Ammattikorkeakoulutus",0,0
"Brändö","2019","Yliopistokoulutus",0,0
"Brändö","2020","Perusopetus",3,5
"Brändö","2020","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2020","Lukiokoulutus",0,0
"Brändö","2020","Ammatillinen koulutus",0,0
"Brändö","2020","Ammattikorkeakoulutus",0,0
"Brändö","2020","Yliopistokoulutus",0,0
"Brändö","2021","Perusopetus",6,8
"Brändö","2021","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2021","Lukiokoulutus",0,0
"Brändö","2021","Ammatillinen koulutus",0,0
"Brändö","2021","Ammattikorkeakoulutus",0,0
"Brändö","2021","Yliopistokoulutus",0,0
"Brändö","2022","Perusopetus",7,9
"Brändö","2022","Perusasteen jälkeinen koulutus yhteensä",0,0
"Brändö","2022","Lukiokoulutus",0,0
"Brändö","2022","Ammatillinen koulutus",0,0
"Brändö","2022","Ammattikorkeakoulutus",0,0
"Brändö","2022","Yliopistokoulutus",0,0
"Eckerö","2004","Perusopetus",0,0
"Eckerö","2004","Perusasteen jälkeinen koulutus yhteensä",0,0
"Eckerö","2004","Lukiokoulutus",0,0
"Eckerö","2004","Ammatillinen koulutus",0,0
"Eckerö","2004","Ammattikorkeakoulutus",0,0
"Eckerö","2004","Yliopistokoulutus",0,0
"Eckerö","2005","Perusopetus",0,0
"Eckerö","2005","Perusasteen jälkeinen koulutus yhteensä",0,0
"Eckerö","2005","Lukiokoulutus",0,0
"Eckerö","2005","Ammatillinen koulutus",0,0
"Eckerö","2005","Ammattikorkeakoulutus",0,0
"Eckerö","2005","Yliopistokoulutus",0,0
"Eckerö","2006","Perusopetus",0,0
"Eckerö","2006","Perusasteen jälkeinen koulutus yhteensä",0,0
"Eckerö","2006","Lukiokoulutus",0,0
"Eckerö","2006","Ammatillinen koulutus",0,0
"Eckerö","2006","Ammattikorkeakoulutus",0,0
"Eckerö","2006","Yliopistokoulutus",0,0
"Eckerö","2007","Perusopetus",0,0
"Eckerö","2007","Perusasteen jälkeinen koulutus yhteensä",0,0
"Eckerö","2007","Lukiokoulutus",0,0
"Eckerö","2007","Ammatillinen koulutus",0,0
"Eckerö","2007","Ammattikorkeakoulutus",0,0
"Eckerö","2007","Yliopistokoulutus",0,0
"Eckerö","2008","Perusopetus",0,0
"Eckerö","2008","Perusasteen jälkeinen koulutus yhteensä",0,0
"Eckerö","2008","Lukiokoulutus",0,0
"Eckerö","2008","Ammatillinen koulutus",0,0
"Eckerö","2008","Ammattikorkeakoulutus",0,0
"Eckerö","2008","Yliopistokoulutus",0,0
"Eckerö","2009","Perusopetus",0,0
"Eckerö","2009","Perusasteen jälkeinen koulutus yhteensä",0,0
"Eckerö","2009","Lukiokoulutus",0,0
"Eckerö","2009","Ammatillinen koulutus",0,0
"Eckerö","2009","Ammattikorkeakoulutus",0,0
"Eckerö","2009","Yliopistokoulutus",0,0
"Eckerö","2010","Perusopetus",0,0
"Eckerö","2010","Perusasteen jälkeinen koulutus yhteensä",0,0
"Eckerö","2010","Lukiokoulutus",0,0
"Eckerö","2010","Ammatillinen koulutus",0,0
"Eckerö","2010","Ammattikorkeakoulutus",0,0
"Eckerö","2010","Yliopistokoulutus",0,0
"Eckerö","2011","Perusopetus",0,0
"Eckerö","2011","Perusasteen jälkeinen koulutus yhteensä",0,0
"Eckerö","2011","Lukiokoulutus",0,0
"Eckerö","2011","Ammatillinen koulutus",0,0
"Eckerö","2011","Ammattikorkeakoulutus",0,0
"Eckerö","2011","Yliopistokoulutus",0,0
"Eckerö","2012","Perusopetus",0,0
"Eckerö","2012","Perusasteen jälkeinen koulutus yhteensä",0,0
"Eckerö","2012","Lukiokoulutus",0,0
"Eckerö","2012","Ammatillinen koulutus",0,0
"Eckerö","2012","Ammattikorkeakoulutus",0,0
"Eckerö","2012","Yliopistokoulutus",0,0
"Eckerö","2013","Perusopetus",0,0
"Eckerö","2013","Perusasteen jälkeinen koulutus yhteensä",0,0
"Eckerö","2013","Lukiokoulutus",0,0
"Eckerö","2013","Ammatillinen koulutus",0,0
"Eckerö","2013","Ammattikorkeakoulutus",0,0
"Eckerö","2013","Yliopistokoulutus",0,0
"Eckerö","2014","Perusopetus",0,0
"Eckerö","2014","Perusasteen jälkeinen koulutus yhteensä",0,0
"Eckerö","2014","Lukiokoulutus",0,0
"Eckerö","2014","Ammatillinen koulutus",0,0
"Eckerö","2014","Ammattikorkeakoulutus",0,0
"Eckerö","2014","Yliopistokoulutus",0,0
"Eckerö","2015","Perusopetus",0,0
"Eckerö","2015","Perusasteen jälkeinen koulutus yhteensä",0,0
"Eckerö","2015","Lukiokoulutus",0,0
"Eckerö","2015","Ammatillinen koulutus",0,0
"Eckerö","2015","Ammattikorkeakoulutus",0,0
"Eckerö","2015","Yliopistokoulutus",0,0
"Eckerö","2016","Perusopetus",0,0
